name,artist,dim_1,dim_2,name_artist
地下街,Endy Chow,2.2396882,9.301444,地下街 - Endy Chow
#BBSSYYGG,Bohan Phoenix,4.710134,13.07906,#BBSSYYGG - Bohan Phoenix
A BOY IS A GUN*,"Tyler, The Creator",-10.446949,-1.2712641,"A BOY IS A GUN* - Tyler, The Creator"
Nighttime,re:plus,-2.004413,7.6666374,Nighttime - re:plus
Black Pearl,SUNMI,4.0931,18.459974,Black Pearl - SUNMI
Thinkin' bout you,OuiOui,-1.1560286,16.658754,Thinkin' bout you - OuiOui
I Don't Forget,Tooche,-4.0843163,4.7416515,I Don't Forget - Tooche
ALONES,Aqua Timez,11.040955,8.169231,ALONES - Aqua Timez
Turn To The Darkside feat. mur.mur.kurotoh,RoughSketch,-0.92901635,6.1939945,Turn To The Darkside feat. mur.mur.kurotoh - RoughSketch
FLASH POINT,Foi,10.6895075,10.34325,FLASH POINT - Foi
A Moon Zephyr,Boys Age,6.3195615,-9.123578,A Moon Zephyr - Boys Age
Gooey,Glass Animals,-2.8654816,-5.7677746,Gooey - Glass Animals
Where I've Been,sKarm,-12.794677,5.9520254,Where I've Been - sKarm
OCEAN,Tomita Lab.,-2.2299254,5.6207,OCEAN - Tomita Lab.
熱情のスペクトラム,Ikimonogakari,10.802012,9.469932,熱情のスペクトラム - Ikimonogakari
Autopilot,Jam2go,9.797325,9.982489,Autopilot - Jam2go
Burb,Billy Lemos,3.573064,-4.316721,Burb - Billy Lemos
グッド・ラック,Shintaro Sakamoto,10.689048,13.069228,グッド・ラック - Shintaro Sakamoto
Moon,dosii,3.6356368,17.534754,Moon - dosii
The Girl That's Underneath (feat. Jabbar Hakeem),Jake Miller,-3.3507504,-3.146036,The Girl That's Underneath (feat. Jabbar Hakeem) - Jake Miller
Remember Summer Days,Anri,18.072807,10.201865,Remember Summer Days - Anri
What You Know,Two Door Cinema Club,8.555106,-14.193985,What You Know - Two Door Cinema Club
Play It Cool,Steve Aoki,-3.8227947,-1.5122393,Play It Cool - Steve Aoki
Better Now,Blanks,5.90539,4.136309,Better Now - Blanks
One and Only,Wingy,-12.898006,5.7024612,One and Only - Wingy
Line by Line feat. Cory Wong & Paul Jackson Jr,PREP,-10.605909,7.3146887,Line by Line feat. Cory Wong & Paul Jackson Jr - PREP
25 (Solo WheeIn),MAMAMOO,11.435121,5.4060745,25 (Solo WheeIn) - MAMAMOO
"Breakup For You, Not Yet For Me",Standing Egg,3.8453176,17.77322,"Breakup For You, Not Yet For Me - Standing Egg"
Midnight Driver,Fromm,4.835617,18.351646,Midnight Driver - Fromm
Havana (feat. Young Thug),Camila Cabello,4.3228636,-2.1604874,Havana (feat. Young Thug) - Camila Cabello
YOU DON'T HAVE TO CHANGE!!!,Ace Hashimoto,-3.4942973,5.461093,YOU DON'T HAVE TO CHANGE!!! - Ace Hashimoto
Fool Me,Rocketman,-3.6123393,4.45631,Fool Me - Rocketman
愛が止まらない ~Turn it into love~ (Remastered 2013),Wink,18.032787,9.820959,愛が止まらない ~Turn it into love~ (Remastered 2013) - Wink
Issues,Julia Michaels,4.314142,-3.535325,Issues - Julia Michaels
NOAH,HAON,-1.6384804,14.009881,NOAH - HAON
テレフォン・ナンバー,Junko Ohashi,18.071766,10.244036,テレフォン・ナンバー - Junko Ohashi
1999 WILDFIRE,BROCKHAMPTON,-10.818424,-1.8559184,1999 WILDFIRE - BROCKHAMPTON
6 For 6,Central Cee,-3.2505538,6.6074104,6 For 6 - Central Cee
Sympathy,KEYTALK,16.819084,-3.969541,Sympathy - KEYTALK
THE DAY,PornoGraffitti,11.059411,8.181606,THE DAY - PornoGraffitti
舟,satomoka,17.845411,10.704001,舟 - satomoka
Curve (feat. The Weeknd),Gucci Mane,-9.888965,12.8721695,Curve (feat. The Weeknd) - Gucci Mane
If You Know Like I Know,Teddy Pendergrass,-2.502066,7.8148746,If You Know Like I Know - Teddy Pendergrass
FUTURE WAVE,eill,9.810563,10.058489,FUTURE WAVE - eill
shayou,chouchou merged syrups.,15.245309,1.0572218,shayou - chouchou merged syrups.
トーキョーゲットー,Eve,12.122085,1.1686041,トーキョーゲットー - Eve
Calvin's Joint,Mac Ayres,-3.6518471,-5.2466235,Calvin's Joint - Mac Ayres
沙燕之歌 - 電影 : 點五步 主題曲,Supper Moment,2.0730977,9.565097,沙燕之歌 - 電影 : 點五步 主題曲 - Supper Moment
Triggered - Remix,Jhené Aiko,3.7892704,-4.3977537,Triggered - Remix - Jhené Aiko
Cold Fire,PREP,-10.596075,7.291185,Cold Fire - PREP
Sangria,The Plastic Love,-1.4384928,5.999282,Sangria - The Plastic Love
夜になる,Yuga,9.043144,15.067936,夜になる - Yuga
Slowly,Cemetery Drive,-3.6439917,-1.1832482,Slowly - Cemetery Drive
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,-13.778014,5.932738,Swervin (feat. 6ix9ine) - A Boogie Wit da Hoodie
Neon,Magdalena Bay,4.884377,-1.4848589,Neon - Magdalena Bay
Fiesta,H ZETTRIO,-3.3325787,6.40633,Fiesta - H ZETTRIO
Daylight,JAIE,-2.971908,4.7030005,Daylight - JAIE
一起走過的日子 - 電影《至尊無上II之永霸天下》歌曲,Andy Lau,2.0719774,9.554449,一起走過的日子 - 電影《至尊無上II之永霸天下》歌曲 - Andy Lau
Cosmic Realignment,Subsonic Eye,6.8260765,4.9300656,Cosmic Realignment - Subsonic Eye
Fierra,Luna Luna,6.0798264,4.6091833,Fierra - Luna Luna
Yes Indeed,Lil Baby,-10.256307,-1.9758047,Yes Indeed - Lil Baby
Cheapest Flight - AlunaGeorge Remix,PREP,-10.596984,7.359776,Cheapest Flight - AlunaGeorge Remix - PREP
1986年のマリリン,Minako Honda,19.361862,9.853714,1986年のマリリン - Minako Honda
泣いちゃいそうよ,Rie Tomosaka,19.348537,9.926461,泣いちゃいそうよ - Rie Tomosaka
Arizona,Common Souls,-3.7987053,4.124843,Arizona - Common Souls
How Do You Think,CHEEZE,3.9856055,18.307983,How Do You Think - CHEEZE
So Seductive (feat. Jeni Suk),Kero One,-10.655282,-1.4841546,So Seductive (feat. Jeni Suk) - Kero One
Cradles,Sub Urban,-3.0536761,-4.0662985,Cradles - Sub Urban
Yamabiko,NakamuraEmi,10.684803,13.074161,Yamabiko - NakamuraEmi
Wednesday Girl,Elijah Who,-2.077936,6.281663,Wednesday Girl - Elijah Who
Ordinary Superstar,Rina Sawayama,4.930064,-1.3855752,Ordinary Superstar - Rina Sawayama
Estrangers,No Vacation,0.009303635,-9.850265,Estrangers - No Vacation
Still into You,Paramore,5.0987043,-0.7907354,Still into You - Paramore
September Rose,Cailin Russo,3.478049,-3.5159538,September Rose - Cailin Russo
Flashback,MIYAVI,11.732124,8.445806,Flashback - MIYAVI
BUTTERFLY EFFECT,Travis Scott,-10.049634,-1.9892176,BUTTERFLY EFFECT - Travis Scott
独り言,Asagaya Romantics,8.39477,16.039953,独り言 - Asagaya Romantics
B.I.G tribute,MIKID,-4.007414,6.393207,B.I.G tribute - MIKID
無賴,Ronald Cheng,2.0872624,9.666684,無賴 - Ronald Cheng
Die For You,The Weeknd,4.4883976,-1.1716768,Die For You - The Weeknd
Harvey,Her's,-2.8137078,-3.6477642,Harvey - Her's
Sneakdissin,Rafkyboy,-3.343199,7.760018,Sneakdissin - Rafkyboy
Vanilla,Sunset Rollercoaster,5.9992385,5.448965,Vanilla - Sunset Rollercoaster
This Was Your Song,Lé Real,-13.853081,5.7526402,This Was Your Song - Lé Real
Friends With Benefits,Tory Lanez,-10.087263,13.205204,Friends With Benefits - Tory Lanez
Cuz You're My Girl,Yung Heazy,4.7987533,-2.1047647,Cuz You're My Girl - Yung Heazy
FWM,THEY.,-10.832364,-1.824016,FWM - THEY.
Control,Nill,4.597317,13.134275,Control - Nill
Amor De Mis Sueños,Jasper,-3.6950908,-3.7606032,Amor De Mis Sueños - Jasper
ERROR,Plastic Girl In Closet,19.114109,10.23938,ERROR - Plastic Girl In Closet
Take Me Out,Franz Ferdinand,8.54628,-14.19029,Take Me Out - Franz Ferdinand
Puke,Hidetake Takayama,-1.9449016,6.2714396,Puke - Hidetake Takayama
Separate Seasons - demo,Michael Kaneko,-4.2465253,4.584033,Separate Seasons - demo - Michael Kaneko
彗星,Ozawa Kenji,21.661915,4.0005336,彗星 - Ozawa Kenji
Plastic Love,Tokimeki Records,12.074621,5.2151527,Plastic Love - Tokimeki Records
Venom,Aaron Taos,6.1484575,4.6012836,Venom - Aaron Taos
Side Effects,cehryl,-2.3297107,7.5732613,Side Effects - cehryl
Walk,Comethazine,-10.659791,-2.0188954,Walk - Comethazine
Ricochet,4444,-3.4855561,6.908424,Ricochet - 4444
Galaxy,LADIES' CODE,4.6002855,18.231155,Galaxy - LADIES' CODE
シルエット,KANA-BOON,11.170867,8.106856,シルエット - KANA-BOON
La Primavera (feat. REMAH),FAKE TYPE.,10.612968,10.337693,La Primavera (feat. REMAH) - FAKE TYPE.
Angels,Bohan Phoenix,4.7257614,12.572964,Angels - Bohan Phoenix
Half Life,The Symposium,6.530959,-9.755247,Half Life - The Symposium
Feisty (Remix),Jhameel,5.2511272,-1.1256763,Feisty (Remix) - Jhameel
Violet,Daniel Caesar,3.7497287,-4.20251,Violet - Daniel Caesar
Icon,Jaden,-10.385644,13.088297,Icon - Jaden
River's Island,Kiyotaka Sugiyama,18.940683,9.647467,River's Island - Kiyotaka Sugiyama
Earth Boy,Tony22,-12.669637,5.511342,Earth Boy - Tony22
Pull Up N Wreck (With Metro Boomin),Big Sean,-9.9943695,12.772891,Pull Up N Wreck (With Metro Boomin) - Big Sean
O.o.O(On or Off),Nick & Sammy,4.044856,19.139591,O.o.O(On or Off) - Nick & Sammy
To Myself,DPR LIVE,-5.4572854,14.864361,To Myself - DPR LIVE
Social Sites - Acoustic,Cosmo Pyke,-3.8679433,5.1751804,Social Sites - Acoustic - Cosmo Pyke
Together,"Car, the garden",3.6848278,-4.378845,"Together - Car, the garden"
Paradisus-Paradoxum,MYTH & ROID,11.270044,8.1443,Paradisus-Paradoxum - MYTH & ROID
Kuroi Tsuki No Joou No Theme,TeddyLoid,11.261462,8.11892,Kuroi Tsuki No Joou No Theme - TeddyLoid
New World Symphony - 2019 Remaster,Sayonara Ponytail,8.3136,16.1512,New World Symphony - 2019 Remaster - Sayonara Ponytail
Saved,Khalid,4.837126,-2.2420619,Saved - Khalid
fallin',Ghost like girlfriend,12.237017,-6.470316,fallin' - Ghost like girlfriend
文学少年の憂鬱,Lyu:Lyu,14.882626,1.3586864,文学少年の憂鬱 - Lyu:Lyu
No Love,Lyves,-2.5732713,5.165779,No Love - Lyves
Kimito Hanasenainoha,SHISHAMO,16.840744,-3.915293,Kimito Hanasenainoha - SHISHAMO
Hikoukeiro,Moushi,10.500442,-0.44565353,Hikoukeiro - Moushi
世阿弥,WEDNESDAY CAMPANELLA,17.829962,10.079555,世阿弥 - WEDNESDAY CAMPANELLA
All My Friends - PREP Remix,Snakehips,5.1696196,-2.4105642,All My Friends - PREP Remix - Snakehips
Your Betrayal,Bullet For My Valentine,11.621317,-9.232549,Your Betrayal - Bullet For My Valentine
Sarah,c a n d i d !,6.535247,4.002155,Sarah - c a n d i d !
With or Without It,No Buses,8.81051,-7.5464144,With or Without It - No Buses
QUE PRETENDES,J Balvin,-13.377776,6.5841246,QUE PRETENDES - J Balvin
幸福之歌,Supper Moment,2.115869,9.509184,幸福之歌 - Supper Moment
Know Me,Scott Quinn,-3.7783287,4.105781,Know Me - Scott Quinn
Locket,Crumb,6.3693123,-9.036124,Locket - Crumb
Need,Mustard Service,6.364516,-9.061885,Need - Mustard Service
Take you away,tokiwa,11.690135,8.363431,Take you away - tokiwa
The Four Seasons. Winter,Antonio Vivaldi,-4.288815,3.860111,The Four Seasons. Winter - Antonio Vivaldi
Traffic Control (feat. Heize),GIRIBOY,-1.8035684,14.17885,Traffic Control (feat. Heize) - GIRIBOY
Not on My Watch,omniboi,-2.3689542,6.016702,Not on My Watch - omniboi
Love Me Once Again,Priscilla Chan,1.8053279,10.203678,Love Me Once Again - Priscilla Chan
Dead to Me,Terror Reid,-10.32236,-1.4522007,Dead to Me - Terror Reid
Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,-10.289499,12.823192,Love U Better (feat. Lil Wayne & The-Dream) - Ty Dolla $ign
Till Forever Falls Apart,Ashe,3.9730535,-4.0076027,Till Forever Falls Apart - Ashe
Bodak Yellow,Cardi B,-3.798439,-1.4576005,Bodak Yellow - Cardi B
愛が止まらない ~Turn It Into Love~,Tokimeki Records,11.7295475,5.108379,愛が止まらない ~Turn It Into Love~ - Tokimeki Records
ARTIST. Rheehab - If I don't have you,Anonymous Artists,-5.4521117,14.828226,ARTIST. Rheehab - If I don't have you - Anonymous Artists
Jumpman,Drake,-10.662752,12.939483,Jumpman - Drake
TIT FOR TAT,MYTH & ROID,10.064665,9.4681835,TIT FOR TAT - MYTH & ROID
Rivers Bend,The Doorbells,6.1525,4.5465736,Rivers Bend - The Doorbells
金木犀の夜,Kinokoteikoku,17.46066,-3.3898976,金木犀の夜 - Kinokoteikoku
What You Need?,WILYWNKA,8.230539,14.636665,What You Need? - WILYWNKA
エイリアンズ - Studio Live Ver.,Awesome City Club,19.736536,-0.8915179,エイリアンズ - Studio Live Ver. - Awesome City Club
Apricot Princess,Rex Orange County,3.6891413,-1.6502284,Apricot Princess - Rex Orange County
Asteroid,GARNiDELiA,15.434545,1.1979944,Asteroid - GARNiDELiA
마음 가득히 그대,OuiOui,-0.98303074,16.4703,마음 가득히 그대 - OuiOui
No One - Kayge Calypso & DUNN Remix,MOTHICA,3.7463758,-3.3942077,No One - Kayge Calypso & DUNN Remix - MOTHICA
We'll be alright,OuiOui,-1.0092349,16.492998,We'll be alright - OuiOui
透明色のクルージング,fox capture plan,14.672816,1.4703432,透明色のクルージング - fox capture plan
Shores,sophie meiers,-4.6803637,4.235083,Shores - sophie meiers
Foreplay,Jalen Santoy,4.726884,13.037451,Foreplay - Jalen Santoy
Midnight Song,The fin.,-0.020401819,-10.305506,Midnight Song - The fin.
Take off,2PM,18.996311,9.38019,Take off - 2PM
Comment te dire adieu - It Hurts to Say Goodbye,Françoise Hardy,-3.504005,7.1578183,Comment te dire adieu - It Hurts to Say Goodbye - Françoise Hardy
Playing Games,Miki J,9.871799,9.3553915,Playing Games - Miki J
Bayen Habeit,Marshmello,5.6587467,-1.915756,Bayen Habeit - Marshmello
Life Letters,Never Get Used To People,-4.116974,5.426372,Life Letters - Never Get Used To People
Naive,The Kooks,6.1795125,-10.388581,Naive - The Kooks
小城大事,Miriam Yeung,2.0022368,10.350657,小城大事 - Miriam Yeung
How to Do Nothing,Lido,3.8390272,-4.5848646,How to Do Nothing - Lido
RUNNIN’ BACK,LEEBADA,-5.4566827,14.948459,RUNNIN’ BACK - LEEBADA
Our Younger Days 깊은 우리 젊은 날,We Are The Night,4.1802106,17.658058,Our Younger Days 깊은 우리 젊은 날 - We Are The Night
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,-14.063038,5.5362434,Dark Knight Dummo (Feat. Travis Scott) - Trippie Redd
keep on raining,Shiggy Jr.,19.13373,9.533503,keep on raining - Shiggy Jr.
You Was Right,Lil Uzi Vert,-13.478923,5.668268,You Was Right - Lil Uzi Vert
I'm so Afraid,Holland,4.049103,-1.4671458,I'm so Afraid - Holland
"So To Say (feat. Crush, Hoody)",JINBO,-5.692458,15.4106655,"So To Say (feat. Crush, Hoody) - JINBO"
Attention,NateWantsToBattle,5.307898,-2.3633225,Attention - NateWantsToBattle
yours,vivid undress,14.946805,1.5087626,yours - vivid undress
My summer Your summer,City Your City,17.638548,10.345881,My summer Your summer - City Your City
Mayonaka no Door / Stay With Me,Miki Matsubara,18.420918,9.48148,Mayonaka no Door / Stay With Me - Miki Matsubara
A都市の秋,Lamp,10.531808,12.7863,A都市の秋 - Lamp
Old Money,Mark Whalen,-3.551498,-4.625662,Old Money - Mark Whalen
Billy The Kid feat. Mr. J Medeiros,Robert de Boron,-3.9123101,6.1764693,Billy The Kid feat. Mr. J Medeiros - Robert de Boron
栞,Creep Hyp,17.010338,-3.2342052,栞 - Creep Hyp
skeletons,keshi,4.230659,-3.5029624,skeletons - keshi
Minnesota,Lil Yachty,-10.0536995,-1.9556133,Minnesota - Lil Yachty
Piano Man,MAMAMOO,11.851305,5.518393,Piano Man - MAMAMOO
my leaving,Kenichiro Nishihara,-2.3610797,7.972155,my leaving - Kenichiro Nishihara
Broken,DNMO,-2.0466707,7.411355,Broken - DNMO
Into your dream,eill,10.904473,10.268151,Into your dream - eill
Jovial,Limes,-4.546849,4.5334096,Jovial - Limes
Take Your Time,Blood Orange,-3.0894349,-5.9055314,Take Your Time - Blood Orange
寂寞 -sekibaku-,ROTTENGRAFFTY,15.308548,1.6154413,寂寞 -sekibaku- - ROTTENGRAFFTY
Strugglin,Dhira Bongs,-2.3528013,7.677306,Strugglin - Dhira Bongs
My Dude,Litany,-3.4211712,-4.4168096,My Dude - Litany
Throw It Back,Ann Marie,4.2204123,-3.564493,Throw It Back - Ann Marie
so goo,Sweet William,11.000468,10.737661,so goo - Sweet William
on the move,Zamir,4.271204,-3.472233,on the move - Zamir
まぼろし,Akina Nakamori,11.452649,10.28824,まぼろし - Akina Nakamori
秒針を噛む,ZUTOMAYO,19.227434,9.525216,秒針を噛む - ZUTOMAYO
E.T,HEIZE,3.6743448,17.618366,E.T - HEIZE
How Was Your Day?,Mellow Fellow,6.4138455,-9.840729,How Was Your Day? - Mellow Fellow
One In A Million,Data,9.286164,-7.439283,One In A Million - Data
iSpy (feat. Lil Yachty),KYLE,-3.5825396,-1.4158095,iSpy (feat. Lil Yachty) - KYLE
"1,000 Years in the Sea",Rav,-13.061077,5.2518077,"1,000 Years in the Sea - Rav"
Just Sayin/I Tried,The Internet,6.0530577,5.1956005,Just Sayin/I Tried - The Internet
Onegai,NakamuraEmi,10.685403,13.072413,Onegai - NakamuraEmi
Love Yourself,Hessam,-2.3723814,7.1914816,Love Yourself - Hessam
A Beautiful Lie,Thirty Seconds To Mars,9.126861,-7.2562866,A Beautiful Lie - Thirty Seconds To Mars
Morning,MAMAMOO,11.419345,5.4268346,Morning - MAMAMOO
What you want,THE ORAL CIGARETTES,10.530064,-0.40244105,What you want - THE ORAL CIGARETTES
脳裏上のクラッカー,ZUTOMAYO,18.89751,9.386827,脳裏上のクラッカー - ZUTOMAYO
bad guy,Billie Eilish,4.2432046,-3.4836552,bad guy - Billie Eilish
Hypnotized,Weston Estate,-9.593747,-6.740554,Hypnotized - Weston Estate
No.1 feat.G.RINA,tofubeats,18.069708,10.29094,No.1 feat.G.RINA - tofubeats
Otonano Iukotowo Kike,NakamuraEmi,10.686383,13.076023,Otonano Iukotowo Kike - NakamuraEmi
明日も,SHISHAMO,16.794147,-4.0183167,明日も - SHISHAMO
West (feat. Daniel Caesar),River Tiber,4.973666,5.337758,West (feat. Daniel Caesar) - River Tiber
Bass God,Last Dinosaurs,6.730982,4.1576033,Bass God - Last Dinosaurs
Don't Come Out The House (with 21 Savage),Metro Boomin,-9.845046,-1.5780227,Don't Come Out The House (with 21 Savage) - Metro Boomin
On the Road Again,Willie Nelson,4.5931573,-3.4826345,On the Road Again - Willie Nelson
Pale Blue,The fin.,0.048505228,-9.699347,Pale Blue - The fin.
comme des garçons (like the boys),Isaac Dunbar,-3.2045374,-3.7851534,comme des garçons (like the boys) - Isaac Dunbar
I wonder (Feat. Jay Park),dress,-1.0790787,16.568771,I wonder (Feat. Jay Park) - dress
Getting It On,SALES,5.899803,5.7241654,Getting It On - SALES
Staryu,JERHELL,-12.742987,5.6817026,Staryu - JERHELL
Jasmine,DPR LIVE,-5.4724727,15.016437,Jasmine - DPR LIVE
絶体絶命,Tokyo Incidents,10.43461,9.611526,絶体絶命 - Tokyo Incidents
My Type,Saint Motel,14.09349,-13.045823,My Type - Saint Motel
ずっとベイビー,ANTENA,17.501698,-3.421187,ずっとベイビー - ANTENA
"Not but for You, Bunny",Sidney Gish,0.016459506,-10.379647,"Not but for You, Bunny - Sidney Gish"
Lunch Break,Maddie Jay,5.1140504,-2.6878796,Lunch Break - Maddie Jay
Cigar,HA:TFELT,3.3459382,18.099072,Cigar - HA:TFELT
just friends,keshi,3.7660167,-4.2130213,just friends - keshi
summertime,Rainych,18.485743,9.3946705,summertime - Rainych
Loop,NELL,4.1124268,17.73844,Loop - NELL
Forever,「Story of Hope」,15.235333,1.5747408,Forever - 「Story of Hope」
Do You Know Where I've Been,Rocco Bunko,-4.1039066,5.4549985,Do You Know Where I've Been - Rocco Bunko
爆弾魔,ヨルシカ,18.516336,9.935401,爆弾魔 - ヨルシカ
Far Too Long,JERHELL,-12.592351,5.0502496,Far Too Long - JERHELL
Like I Do,Cherry Coke,-5.393543,15.622578,Like I Do - Cherry Coke
love (left),Nohidea,-4.21855,5.276948,love (left) - Nohidea
3 DAYS IN CHENGDU,Bohan Phoenix,4.8762364,12.776497,3 DAYS IN CHENGDU - Bohan Phoenix
棉花糖,Triple G ,2.2047582,9.43178,棉花糖 - Triple G 
Ho Wo Sometari,Heavenstamp,11.3361225,8.867899,Ho Wo Sometari - Heavenstamp
Taller than You,MAMAMOO,12.009461,5.287444,Taller than You - MAMAMOO
Dopamine,Franc Moody,6.1519594,4.3608294,Dopamine - Franc Moody
A.D.H.D,Kendrick Lamar,-10.483503,-2.0569177,A.D.H.D - Kendrick Lamar
Colors of the Heart,UVERworld,12.043741,8.93016,Colors of the Heart - UVERworld
red pockets,g y l s,-3.2667828,4.5027785,red pockets - g y l s
Hogu (Prod.by Fisherman of wybh) (feat.BrotherSu),GIRIBOY,-1.7986803,14.175345,Hogu (Prod.by Fisherman of wybh) (feat.BrotherSu) - GIRIBOY
ダイナミック琉球 (PVバージョン),Akira Ikuma,11.107658,9.000665,ダイナミック琉球 (PVバージョン) - Akira Ikuma
Sunflower Feelings,Kuzu Mellow,-12.568274,5.339684,Sunflower Feelings - Kuzu Mellow
Phantom Blood,Unlucky Morpheus,15.49575,1.1576864,Phantom Blood - Unlucky Morpheus
Let Me In,Ear Ringers,6.2298155,4.5039506,Let Me In - Ear Ringers
Good Day - End Of The World Remix,DNCE,4.9214287,-2.1892836,Good Day - End Of The World Remix - DNCE
Time After Time,Tokimeki Records,11.607041,5.0644503,Time After Time - Tokimeki Records
do u even miss me at all?,gianni & kyle,-3.526487,-1.3202453,do u even miss me at all? - gianni & kyle
UREI,Tatsuya Maruyama,-2.9089768,6.431788,UREI - Tatsuya Maruyama
Romance in Seoul,Neon Bunny,4.5935836,17.86999,Romance in Seoul - Neon Bunny
No New World,MASS OF THE FERMENTING DREGS,10.087072,10.221897,No New World - MASS OF THE FERMENTING DREGS
Aimaina Kankei,Sonomi Tameoka,10.699613,10.324019,Aimaina Kankei - Sonomi Tameoka
Same Old,FELIVAND,8.634193,-3.0446136,Same Old - FELIVAND
You're Terrific,LoudFoxCult,-1.8297608,7.588103,You're Terrific - LoudFoxCult
The Moon Song,beabadoobee,-3.1477244,-5.8872857,The Moon Song - beabadoobee
Tu Conmigo,Vitalic,-10.639679,7.3151803,Tu Conmigo - Vitalic
World Of Dreams,Jessica,-5.4998016,14.935012,World Of Dreams - Jessica
I Will * My Will,Swinging Popsicle,8.341405,16.123981,I Will * My Will - Swinging Popsicle
kyobou no koibito - affected ver,Unlucky Morpheus,16.262413,1.1414245,kyobou no koibito - affected ver - Unlucky Morpheus
Carnaval de Paris - Radio Mix,Dario G,-1.3613361,6.706768,Carnaval de Paris - Radio Mix - Dario G
Make You Love Me (feat. Zak Abel),Jarreau Vandal,6.256978,4.7245326,Make You Love Me (feat. Zak Abel) - Jarreau Vandal
ロビンソン,ayaka,21.624443,4.086294,ロビンソン - ayaka
Your Dreamland,4s4ki,18.985851,10.8146105,Your Dreamland - 4s4ki
ラングレット,ラックライフ,21.446102,3.748483,ラングレット - ラックライフ
Dream,Frasco,18.864357,9.636984,Dream - Frasco
RIDE ON TIME,Junko Ohashi,19.111683,9.4421015,RIDE ON TIME - Junko Ohashi
Saint,Blood Orange,-2.612347,-4.2070026,Saint - Blood Orange
right here,keshi,3.9978504,-1.1842736,right here - keshi
Chocolate Soul Music,Swinging Popsicle,8.301232,16.162207,Chocolate Soul Music - Swinging Popsicle
Anything You Want,Reality Club,-2.1581671,-4.3228807,Anything You Want - Reality Club
Get Revenge On The Tyrant,Unlucky Morpheus,16.245405,1.1011465,Get Revenge On The Tyrant - Unlucky Morpheus
Pornography,Travis Scott,-10.016662,-1.9105663,Pornography - Travis Scott
With U,Ffion,3.7811048,-3.3791962,With U - Ffion
MIDDLE OF THE NIGHT,Monsta X,3.9265804,19.037498,MIDDLE OF THE NIGHT - Monsta X
Ude No Naka de Dancin',TANUKI,11.644216,8.575855,Ude No Naka de Dancin' - TANUKI
Really,Stevan,-3.9602222,6.4056873,Really - Stevan
Wings,Jamie Isaac,-3.8230312,4.7620716,Wings - Jamie Isaac
Chronic Sunshine,Cosmo Pyke,-1.889656,7.263079,Chronic Sunshine - Cosmo Pyke
Volume Up,4Minute,4.8501544,18.472271,Volume Up - 4Minute
Fragile,MIYAVI,11.501535,10.32313,Fragile - MIYAVI
Secreto De Amor,Joan Sebastian,-4.1354966,5.7199697,Secreto De Amor - Joan Sebastian
I Want Your Attention,Moon Boots,6.1626477,4.334083,I Want Your Attention - Moon Boots
Helplessly,Middle School,-3.4274893,5.382929,Helplessly - Middle School
Fire Flower,Summer Salt,6.3413134,-9.684581,Fire Flower - Summer Salt
God knows...,Shoko Nakagawa,14.774803,1.0158802,God knows... - Shoko Nakagawa
Daring General,Yu Huiyong,-4.042964,4.631762,Daring General - Yu Huiyong
愛的呼喚,Aaron Kwok,2.064862,9.560516,愛的呼喚 - Aaron Kwok
shedontknowbutsheknows,Tove Lo,4.4139304,-2.4979985,shedontknowbutsheknows - Tove Lo
Skip To The Good Bit,Rizzle Kicks,4.2252426,12.977225,Skip To The Good Bit - Rizzle Kicks
Lady (Hear Me Tonight),Modjo,-2.0250185,8.104138,Lady (Hear Me Tonight) - Modjo
Sonohiwomatuyouni,SUPER BEAVER,16.901297,-4.393109,Sonohiwomatuyouni - SUPER BEAVER
This Is Home,Cavetown,-2.8835719,-5.300585,This Is Home - Cavetown
I Feel Pitiless,Inshow ha,9.098669,15.059807,I Feel Pitiless - Inshow ha
Jivin' & Vibin',Daryl Kim,-5.444053,14.848701,Jivin' & Vibin' - Daryl Kim
The Physical Attractions,The Symposium,6.535238,-9.907863,The Physical Attractions - The Symposium
Jogging,LUCY,3.9765482,18.93139,Jogging - LUCY
Hype,PSYQUI,12.424054,8.67883,Hype - PSYQUI
みんな急いでいる,THE NOVEMBERS,15.269933,-3.8487535,みんな急いでいる - THE NOVEMBERS
Bittersweet Chocolate,Mr. Hong,-4.272665,3.9945302,Bittersweet Chocolate - Mr. Hong
Day 1 ◑ - Brooklyn Session,HONNE,3.3774767,-4.4817467,Day 1 ◑ - Brooklyn Session - HONNE
Cotton Candy,Weston Estate,-9.635159,-6.789546,Cotton Candy - Weston Estate
Yellow (feat. Bekon),Rich Brian,4.770486,12.871962,Yellow (feat. Bekon) - Rich Brian
Island,Fuse ODG,5.2962775,-1.0480692,Island - Fuse ODG
Nicotine,Pretty Boy Aaron,-2.633613,7.7118845,Nicotine - Pretty Boy Aaron
Log,Mrs. GREEN APPLE,14.853253,1.1361523,Log - Mrs. GREEN APPLE
Tragedy:Eternity,MYTH & ROID,12.550571,8.715533,Tragedy:Eternity - MYTH & ROID
WOMAN WOMAN,DADARAY,18.078434,9.850696,WOMAN WOMAN - DADARAY
Submission (feat. Danny Brown & Kelela),Gorillaz,-6.978836,-2.9810302,Submission (feat. Danny Brown & Kelela) - Gorillaz
